pressure,wind,class,radius_major_gale_axis,radius_minor_gale_axis,direc_major_gale_axis,image
965,70,5,120,120,symmetric,image/GMS500102418.200019.jpg
965,70,5,120,120,symmetric,image/GMS500102421.200019.jpg
965,70,5,120,120,symmetric,image/GMS500102500.200019.jpg
965,70,5,120,120,symmetric,image/GMS500102503.200019.jpg
970,65,5,180,120,N,image/GMS500102506.200019.jpg
970,65,5,180,120,N,image/GMS500102509.200019.jpg
975,60,4,180,120,N,image/GMS500102512.200019.jpg
975,60,4,180,120,N,image/GMS500102515.200019.jpg
980,55,4,120,120,symmetric,image/GMS500102518.200019.jpg
980,55,4,120,120,symmetric,image/GMS500102521.200019.jpg
985,50,4,120,120,symmetric,image/GMS500102600.200019.jpg
985,50,4,120,120,symmetric,image/GMS500102603.200019.jpg
985,50,4,120,120,symmetric,image/GMS500102606.200019.jpg
985,50,4,120,120,symmetric,image/GMS500102609.200019.jpg
990,45,3,120,120,symmetric,image/GMS500102612.200019.jpg
992,45,3,120,120,symmetric,image/GMS500102615.200019.jpg
998,40,3,90,90,symmetric,image/GMS500102618.200019.jpg
1000,35,3,90,90,symmetric,image/GMS500102621.200019.jpg
998,35,3,120,120,symmetric,image/GMS500102606.200020.jpg
996,40,3,130,130,symmetric,image/GMS500102612.200020.jpg
992,45,3,150,150,symmetric,image/GMS500102618.200020.jpg
985,50,4,150,150,symmetric,image/GMS500102700.200020.jpg
980,55,4,150,150,symmetric,image/GMS500102706.200020.jpg
975,60,4,170,170,symmetric,image/GMS500102712.200020.jpg
975,60,4,210,210,symmetric,image/GMS500102718.200020.jpg
980,55,4,210,210,symmetric,image/GMS500102800.200020.jpg
985,50,4,210,210,symmetric,image/GMS500102806.200020.jpg
990,45,3,180,180,symmetric,image/GMS500102812.200020.jpg
990,45,3,180,180,symmetric,image/GMS500102818.200020.jpg
990,45,3,180,180,symmetric,image/GMS500102900.200020.jpg
985,50,4,180,180,symmetric,image/GMS500102906.200020.jpg
980,55,4,200,200,symmetric,image/GMS500102912.200020.jpg
975,60,4,220,220,symmetric,image/GMS500102918.200020.jpg
965,70,5,220,220,symmetric,image/GMS500103000.200020.jpg
960,75,5,220,220,symmetric,image/GMS500103006.200020.jpg
960,75,5,220,220,symmetric,image/GMS500103012.200020.jpg
960,75,5,220,220,symmetric,image/GMS500103018.200020.jpg
960,75,5,220,220,symmetric,image/GMS500103100.200020.jpg
960,75,5,220,220,symmetric,image/GMS500103106.200020.jpg
960,75,5,250,250,symmetric,image/GMS500103112.200020.jpg
965,70,5,250,250,symmetric,image/GMS500103118.200020.jpg
975,60,4,250,250,symmetric,image/GMS500110100.200020.jpg
985,50,4,220,220,symmetric,image/GMS500110103.200020.jpg
985,50,4,230,160,E,image/GMS500110106.200020.jpg
985,50,4,230,160,E,image/GMS500110109.200020.jpg
998,35,3,70,70,symmetric,image/GMS500110100.200021.jpg
996,35,3,70,70,symmetric,image/GMS500110106.200021.jpg
994,45,3,90,90,symmetric,image/GMS500110112.200021.jpg
990,50,4,120,120,symmetric,image/GMS500110118.200021.jpg
985,55,4,150,150,symmetric,image/GMS500110200.200021.jpg
985,55,4,150,150,symmetric,image/GMS500110206.200021.jpg
985,55,4,150,150,symmetric,image/GMS500110212.200021.jpg
990,50,4,120,120,symmetric,image/GMS500110218.200021.jpg
998,35,3,70,70,symmetric,image/GMS500110300.200021.jpg
996,40,3,80,80,symmetric,image/GMS500110306.200021.jpg
994,45,3,90,90,symmetric,image/GMS500110312.200021.jpg
992,45,3,100,100,symmetric,image/GMS500110318.200021.jpg
990,50,4,120,120,symmetric,image/GMS500110400.200021.jpg
985,55,4,130,130,symmetric,image/GMS500110406.200021.jpg
985,55,4,130,130,symmetric,image/GMS500110412.200021.jpg
985,55,4,140,140,symmetric,image/GMS500110418.200021.jpg
985,55,4,150,150,symmetric,image/GMS500110500.200021.jpg
985,55,4,150,150,symmetric,image/GMS500110506.200021.jpg
980,60,4,150,150,symmetric,image/GMS500110512.200021.jpg
980,60,4,150,150,symmetric,image/GMS500110518.200021.jpg
985,55,4,130,130,symmetric,image/GMS500110600.200021.jpg
990,50,4,100,100,symmetric,image/GMS500110606.200021.jpg
996,40,3,80,80,symmetric,image/GMS500110612.200021.jpg
1000,35,3,50,50,symmetric,image/GMS500110618.200021.jpg
996,35,3,90,90,symmetric,image/GMS500112812.200022.jpg
990,40,3,100,100,symmetric,image/GMS500112818.200022.jpg
992,40,3,100,100,symmetric,image/GMS500112900.200022.jpg
992,40,3,100,100,symmetric,image/GMS500112906.200022.jpg
992,40,3,100,100,symmetric,image/GMS500112912.200022.jpg
992,40,3,100,100,symmetric,image/GMS500112918.200022.jpg
994,40,3,100,100,symmetric,image/GMS500113000.200022.jpg
990,40,3,100,100,symmetric,image/GMS500113006.200022.jpg
994,40,3,90,90,symmetric,image/GMS500113012.200022.jpg
994,35,3,150,90,NE,image/GMS500123000.200023.jpg
992,40,3,180,100,NE,image/GMS500123006.200023.jpg
990,45,3,180,100,NE,image/GMS500123012.200023.jpg
990,45,3,180,100,NE,image/GMS500123018.200023.jpg
990,45,3,180,100,E,image/GMS500123100.200023.jpg
990,45,3,250,100,NE,image/GMS500123106.200023.jpg
990,45,3,250,120,NE,image/GMS500123112.200023.jpg
985,50,4,250,150,NE,image/GMS500123118.200023.jpg
985,50,4,300,150,N,image/GMS501010100.200023.jpg
985,50,4,300,200,N,image/GMS501010106.200023.jpg
985,50,4,300,200,N,image/GMS501010112.200023.jpg
985,50,4,300,150,N,image/GMS501010118.200023.jpg
985,50,4,200,150,N,image/GMS501010200.200023.jpg
990,45,3,150,150,symmetric,image/GMS501010206.200023.jpg
990,45,3,150,150,symmetric,image/GMS501010212.200023.jpg
985,50,4,150,150,symmetric,image/GMS501010218.200023.jpg
980,55,4,180,180,symmetric,image/GMS501010300.200023.jpg
965,70,5,200,200,symmetric,image/GMS501010306.200023.jpg
955,80,5,200,200,symmetric,image/GMS501010312.200023.jpg
955,80,5,200,200,symmetric,image/GMS501010318.200023.jpg
960,70,5,240,180,N,image/GMS501010400.200023.jpg
975,60,4,240,150,N,image/GMS501010406.200023.jpg
990,45,3,200,150,N,image/GMS501010412.200023.jpg
1000,35,3,70,70,symmetric,image/GMS501051100.200101.jpg
998,35,3,100,100,symmetric,image/GMS501051106.200101.jpg
998,35,3,100,100,symmetric,image/GMS501051112.200101.jpg
996,40,3,110,110,symmetric,image/GMS501051118.200101.jpg
994,40,3,170,130,E,image/GMS501051200.200101.jpg
994,40,3,170,130,E,image/GMS501051206.200101.jpg
994,40,3,170,130,E,image/GMS501051212.200101.jpg
992,45,3,170,130,E,image/GMS501051215.200101.jpg
990,45,3,190,140,E,image/GMS501051218.200101.jpg
990,45,3,190,140,E,image/GMS501051221.200101.jpg
985,50,4,200,150,E,image/GMS501051300.200101.jpg
985,50,4,200,150,E,image/GMS501051303.200101.jpg
990,45,3,200,150,E,image/GMS501051306.200101.jpg
990,45,3,200,150,E,image/GMS501051309.200101.jpg
990,45,3,200,150,E,image/GMS501051312.200101.jpg
990,45,3,200,150,E,image/GMS501051315.200101.jpg
990,45,3,170,130,E,image/GMS501051318.200101.jpg
990,45,3,170,130,E,image/GMS501051321.200101.jpg
990,45,3,170,130,E,image/GMS501051400.200101.jpg
992,45,3,170,130,E,image/GMS501051403.200101.jpg
996,40,3,170,130,E,image/GMS501051406.200101.jpg
998,35,3,170,130,E,image/GMS501051409.200101.jpg
996,35,3,80,80,symmetric,image/GMS501062006.200102.jpg
996,35,3,80,80,symmetric,image/GMS501062012.200102.jpg
992,40,3,100,100,symmetric,image/GMS501062018.200102.jpg
990,45,3,180,120,E,image/GMS501062100.200102.jpg
990,45,3,180,120,E,image/GMS501062106.200102.jpg
985,50,4,200,150,E,image/GMS501062112.200102.jpg
980,50,4,200,150,E,image/GMS501062118.200102.jpg
980,55,4,250,180,E,image/GMS501062200.200102.jpg
970,60,4,250,180,E,image/GMS501062206.200102.jpg
970,60,4,250,180,E,image/GMS501062212.200102.jpg
965,65,5,250,180,E,image/GMS501062218.200102.jpg
965,65,5,250,180,E,image/GMS501062300.200102.jpg
965,65,5,250,180,E,image/GMS501062306.200102.jpg
985,50,4,200,120,E,image/GMS501062312.200102.jpg
994,40,3,150,60,E,image/GMS501062318.200102.jpg
996,35,3,100,100,symmetric,image/GMS501063006.200103.jpg
990,45,3,100,100,symmetric,image/GMS501063012.200103.jpg
985,50,4,180,150,E,image/GMS501063018.200103.jpg
985,50,4,180,150,E,image/GMS501070100.200103.jpg
985,50,4,180,120,E,image/GMS501070106.200103.jpg
980,55,4,180,120,E,image/GMS501070112.200103.jpg
970,60,4,210,120,E,image/GMS501070118.200103.jpg
980,50,4,210,120,E,image/GMS501070200.200103.jpg
980,45,3,180,90,E,image/GMS501070206.200103.jpg
990,40,3,150,90,E,image/GMS501070212.200103.jpg
990,35,3,400,400,symmetric,image/GMS501070200.200104.jpg
990,35,3,400,400,symmetric,image/GMS501070206.200104.jpg
990,40,3,400,400,symmetric,image/GMS501070212.200104.jpg
985,45,3,450,450,symmetric,image/GMS501070218.200104.jpg
980,45,3,450,450,symmetric,image/GMS501070300.200104.jpg
970,55,4,450,450,symmetric,image/GMS501070306.200104.jpg
970,55,4,600,400,S,image/GMS501070312.200104.jpg
965,60,4,600,450,S,image/GMS501070318.200104.jpg
965,60,4,550,425,S,image/GMS501070400.200104.jpg
960,60,4,550,425,S,image/GMS501070406.200104.jpg
965,60,4,500,400,S,image/GMS501070412.200104.jpg
965,60,4,500,400,S,image/GMS501070418.200104.jpg
965,60,4,400,375,S,image/GMS501070500.200104.jpg
965,60,4,350,300,S,image/GMS501070506.200104.jpg
965,55,4,350,300,S,image/GMS501070512.200104.jpg
970,50,4,350,300,S,image/GMS501070518.200104.jpg
975,45,3,300,180,S,image/GMS501070600.200104.jpg
983,35,3,200,120,S,image/GMS501070606.200104.jpg
998,35,3,60,60,symmetric,image/GMS501071000.200105.jpg
996,35,3,70,70,symmetric,image/GMS501071006.200105.jpg
994,40,3,70,70,symmetric,image/GMS501071012.200105.jpg
996,35,3,70,70,symmetric,image/GMS501071018.200105.jpg
998,35,3,60,60,symmetric,image/GMS501071100.200105.jpg
998,35,3,60,60,symmetric,image/GMS501071106.200105.jpg
1004,35,3,40,40,symmetric,image/GMS501072200.200106.jpg
1002,40,3,60,60,symmetric,image/GMS501072206.200106.jpg
1002,40,3,60,60,symmetric,image/GMS501072212.200106.jpg
1000,40,3,60,60,symmetric,image/GMS501072218.200106.jpg
998,40,3,70,70,symmetric,image/GMS501072300.200106.jpg
996,45,3,70,70,symmetric,image/GMS501072306.200106.jpg
992,45,3,90,90,symmetric,image/GMS501072312.200106.jpg
985,50,4,110,110,symmetric,image/GMS501072318.200106.jpg
980,55,4,110,110,symmetric,image/GMS501072400.200106.jpg
980,55,4,110,110,symmetric,image/GMS501072403.200106.jpg
980,55,4,110,110,symmetric,image/GMS501072406.200106.jpg
980,55,4,110,110,symmetric,image/GMS501072409.200106.jpg
980,55,4,110,110,symmetric,image/GMS501072412.200106.jpg
980,55,4,110,110,symmetric,image/GMS501072415.200106.jpg
980,55,4,170,70,S,image/GMS501072418.200106.jpg
980,55,4,170,70,S,image/GMS501072421.200106.jpg
980,55,4,120,120,symmetric,image/GMS501072500.200106.jpg
975,55,4,130,130,symmetric,image/GMS501072506.200106.jpg
970,60,4,150,120,E,image/GMS501072512.200106.jpg
965,65,5,180,90,E,image/GMS501072518.200106.jpg
960,70,5,180,120,E,image/GMS501072600.200106.jpg
955,70,5,180,120,E,image/GMS501072606.200106.jpg
955,70,5,180,180,symmetric,image/GMS501072612.200106.jpg
955,70,5,210,180,N,image/GMS501072618.200106.jpg
955,70,5,240,180,N,image/GMS501072700.200106.jpg
955,70,5,240,180,N,image/GMS501072706.200106.jpg
960,70,5,240,210,N,image/GMS501072712.200106.jpg
965,65,5,250,250,symmetric,image/GMS501072718.200106.jpg
970,65,5,250,250,symmetric,image/GMS501072800.200106.jpg
975,60,4,200,200,symmetric,image/GMS501072806.200106.jpg
980,60,4,170,170,symmetric,image/GMS501072812.200106.jpg
980,60,4,170,170,symmetric,image/GMS501072818.200106.jpg
994,35,3,70,70,symmetric,image/GMS501072318.200107.jpg
985,45,3,80,80,symmetric,image/GMS501072400.200107.jpg
980,50,4,100,100,symmetric,image/GMS501072406.200107.jpg
980,50,4,100,100,symmetric,image/GMS501072412.200107.jpg
980,50,4,100,100,symmetric,image/GMS501072418.200107.jpg
975,55,4,100,100,symmetric,image/GMS501072500.200107.jpg
980,50,4,130,100,S,image/GMS501072512.200107.jpg
985,45,3,120,80,S,image/GMS501072518.200107.jpg
994,35,3,100,30,S,image/GMS501072700.200108.jpg
990,45,3,110,40,S,image/GMS501072706.200108.jpg
980,55,4,130,50,S,image/GMS501072712.200108.jpg
970,65,5,180,80,S,image/GMS501072718.200108.jpg
965,70,5,180,90,S,image/GMS501072800.200108.jpg
960,75,5,150,100,S,image/GMS501072806.200108.jpg
960,75,5,150,100,S,image/GMS501072812.200108.jpg
960,75,5,150,100,S,image/GMS501072818.200108.jpg
960,75,5,150,100,S,image/GMS501072900.200108.jpg
960,75,5,140,80,S,image/GMS501072906.200108.jpg
960,75,5,140,80,S,image/GMS501072912.200108.jpg
970,65,5,140,80,S,image/GMS501072915.200108.jpg
975,60,4,140,80,S,image/GMS501072918.200108.jpg
980,50,4,140,80,SE,image/GMS501072921.200108.jpg
980,50,4,140,80,SE,image/GMS501073000.200108.jpg
985,45,3,120,60,SE,image/GMS501073006.200108.jpg
994,35,3,90,40,SE,image/GMS501073012.200108.jpg
1000,35,3,30,30,symmetric,image/GMS501080206.200109.jpg
996,40,3,50,50,symmetric,image/GMS501080212.200109.jpg
996,40,3,60,60,symmetric,image/GMS501080218.200109.jpg
994,45,3,60,60,symmetric,image/GMS501080300.200109.jpg
990,50,4,100,100,symmetric,image/GMS501080306.200109.jpg
985,50,4,140,100,NE,image/GMS501080312.200109.jpg
980,55,4,160,120,NE,image/GMS501080318.200109.jpg
975,60,4,160,120,E,image/GMS501080400.200109.jpg
965,70,5,180,140,E,image/GMS501080406.200109.jpg
960,75,5,180,140,E,image/GMS501080412.200109.jpg
955,80,5,180,140,E,image/GMS501080418.200109.jpg
955,80,5,160,120,E,image/GMS501080500.200109.jpg
955,80,5,160,120,E,image/GMS501080503.200109.jpg
955,80,5,160,120,E,image/GMS501080506.200109.jpg
955,80,5,140,140,symmetric,image/GMS501080509.200109.jpg
955,80,5,140,140,symmetric,image/GMS501080512.200109.jpg
955,80,5,140,140,symmetric,image/GMS501080515.200109.jpg
955,80,5,140,140,symmetric,image/GMS501080518.200109.jpg
955,75,5,140,140,symmetric,image/GMS501080521.200109.jpg
955,75,5,140,140,symmetric,image/GMS501080600.200109.jpg
955,75,5,140,140,symmetric,image/GMS501080606.200109.jpg
955,75,5,140,140,symmetric,image/GMS501080612.200109.jpg
955,75,5,140,140,symmetric,image/GMS501080618.200109.jpg
960,70,5,140,140,symmetric,image/GMS501080700.200109.jpg
960,70,5,140,140,symmetric,image/GMS501080706.200109.jpg
965,65,5,140,140,symmetric,image/GMS501080712.200109.jpg
965,65,5,140,140,symmetric,image/GMS501080718.200109.jpg
970,60,4,140,140,symmetric,image/GMS501080800.200109.jpg
975,55,4,140,140,symmetric,image/GMS501080806.200109.jpg
980,55,4,130,130,symmetric,image/GMS501080812.200109.jpg
985,50,4,120,120,symmetric,image/GMS501080818.200109.jpg
990,45,3,150,100,SE,image/GMS501080900.200109.jpg
992,45,3,150,100,SE,image/GMS501080906.200109.jpg
996,40,3,150,100,SE,image/GMS501080912.200109.jpg
992,35,3,120,60,N,image/GMS501081006.200110.jpg
992,35,3,100,60,N,image/GMS501081012.200110.jpg
994,35,3,60,60,symmetric,image/GMS501081018.200110.jpg
996,35,3,150,150,symmetric,image/GMS501081412.200111.jpg
992,40,3,160,160,symmetric,image/GMS501081418.200111.jpg
990,45,3,350,240,SE,image/GMS501081500.200111.jpg
985,50,4,375,260,SE,image/GMS501081506.200111.jpg
985,50,4,375,260,SE,image/GMS501081512.200111.jpg
980,55,4,375,260,E,image/GMS501081518.200111.jpg
975,60,4,425,375,SE,image/GMS501081600.200111.jpg
970,60,4,500,400,SE,image/GMS501081612.200111.jpg
965,65,5,500,400,SE,image/GMS501081618.200111.jpg
960,70,5,550,400,SE,image/GMS501081700.200111.jpg
960,70,5,600,400,SE,image/GMS501081706.200111.jpg
960,70,5,600,400,SE,image/GMS501081712.200111.jpg
960,70,5,600,425,SE,image/GMS501081718.200111.jpg
960,70,5,600,425,SE,image/GMS501081800.200111.jpg
960,70,5,600,425,SE,image/GMS501081806.200111.jpg
960,70,5,550,425,SE,image/GMS501081812.200111.jpg
960,70,5,500,400,SE,image/GMS501081818.200111.jpg
960,70,5,450,400,SE,image/GMS501081900.200111.jpg
960,70,5,450,400,SE,image/GMS501081903.200111.jpg
960,70,5,450,350,SE,image/GMS501081906.200111.jpg
960,70,5,350,300,SE,image/GMS501081909.200111.jpg
960,70,5,350,290,SE,image/GMS501081912.200111.jpg
960,70,5,325,290,E,image/GMS501081915.200111.jpg
960,70,5,325,290,E,image/GMS501081918.200111.jpg
960,70,5,325,290,E,image/GMS501081921.200111.jpg
960,70,5,325,300,E,image/GMS501082000.200111.jpg
960,70,5,325,300,E,image/GMS501082003.200111.jpg
960,70,5,325,300,E,image/GMS501082006.200111.jpg
960,70,5,325,300,E,image/GMS501082009.200111.jpg
965,65,5,300,270,E,image/GMS501082012.200111.jpg
965,65,5,300,270,E,image/GMS501082015.200111.jpg
965,65,5,300,270,E,image/GMS501082018.200111.jpg
965,65,5,300,270,E,image/GMS501082021.200111.jpg
965,65,5,270,270,symmetric,image/GMS501082100.200111.jpg
965,60,4,270,270,symmetric,image/GMS501082103.200111.jpg
970,55,4,270,270,symmetric,image/GMS501082106.200111.jpg
970,55,4,300,240,SE,image/GMS501082109.200111.jpg
970,55,4,300,240,SE,image/GMS501082110.200111.jpg
970,55,4,300,240,SE,image/GMS501082112.200111.jpg
975,50,4,300,200,SE,image/GMS501082115.200111.jpg
975,50,4,300,200,SE,image/GMS501082118.200111.jpg
975,50,4,300,200,SE,image/GMS501082119.200111.jpg
975,50,4,300,200,SE,image/GMS501082121.200111.jpg
980,45,3,300,150,SE,image/GMS501082200.200111.jpg
982,45,3,300,150,E,image/GMS501082203.200111.jpg
982,45,3,300,150,E,image/GMS501082205.200111.jpg
982,45,3,300,150,E,image/GMS501082206.200111.jpg
985,45,3,300,120,E,image/GMS501082209.200111.jpg
986,40,3,300,120,E,image/GMS501082212.200111.jpg
988,40,3,300,120,E,image/GMS501082215.200111.jpg
996,35,3,60,60,symmetric,image/GMS501082706.200112.jpg
994,40,3,120,120,symmetric,image/GMS501082712.200112.jpg
990,45,3,120,120,symmetric,image/GMS501082718.200112.jpg
985,55,4,260,180,SE,image/GMS501082800.200112.jpg
975,60,4,260,180,SE,image/GMS501082806.200112.jpg
965,70,5,260,180,SE,image/GMS501082812.200112.jpg
945,80,5,220,220,symmetric,image/GMS501082900.200112.jpg
935,85,5,230,230,symmetric,image/GMS501082906.200112.jpg
930,90,5,240,240,symmetric,image/GMS501082912.200112.jpg
930,90,5,240,240,symmetric,image/GMS501082918.200112.jpg
930,90,5,220,220,symmetric,image/GMS501083000.200112.jpg
935,85,5,200,200,symmetric,image/GMS501083006.200112.jpg
945,80,5,200,200,symmetric,image/GMS501083012.200112.jpg
955,75,5,180,180,symmetric,image/GMS501083018.200112.jpg
960,70,5,180,180,symmetric,image/GMS501083100.200112.jpg
960,70,5,180,180,symmetric,image/GMS501083106.200112.jpg
965,65,5,180,180,symmetric,image/GMS501083112.200112.jpg
970,60,4,180,150,SE,image/GMS501083118.200112.jpg
970,60,4,200,150,SE,image/GMS501090100.200112.jpg
975,60,4,200,150,SE,image/GMS501090106.200112.jpg
975,60,4,200,150,SE,image/GMS501090112.200112.jpg
980,55,4,200,150,SE,image/GMS501090118.200112.jpg
985,50,4,180,180,symmetric,image/GMS501090200.200112.jpg
990,45,3,180,180,symmetric,image/GMS501090206.200112.jpg
990,45,3,180,180,symmetric,image/GMS501090212.200112.jpg
994,40,3,210,150,E,image/GMS501090218.200112.jpg
996,35,3,120,120,symmetric,image/GMS501082718.200113.jpg
994,40,3,200,120,E,image/GMS501082800.200113.jpg
990,45,3,240,120,E,image/GMS501082806.200113.jpg
990,45,3,240,120,E,image/GMS501082812.200113.jpg
994,40,3,200,100,E,image/GMS501082900.200113.jpg
994,40,3,200,100,E,image/GMS501082906.200113.jpg
994,40,3,200,100,E,image/GMS501082912.200113.jpg
992,40,3,200,100,E,image/GMS501082918.200113.jpg
992,40,3,200,150,E,image/GMS501083000.200113.jpg
992,40,3,200,200,symmetric,image/GMS501083006.200113.jpg
992,40,3,200,200,symmetric,image/GMS501083012.200113.jpg
990,35,3,120,120,symmetric,image/GMS501083018.200114.jpg
990,35,3,120,120,symmetric,image/GMS501083100.200114.jpg
996,35,3,60,60,symmetric,image/GMS501090400.200115.jpg
990,45,3,100,100,symmetric,image/GMS501090406.200115.jpg
980,55,4,150,150,symmetric,image/GMS501090412.200115.jpg
975,60,4,150,150,symmetric,image/GMS501090418.200115.jpg
965,70,5,180,180,symmetric,image/GMS501090500.200115.jpg
960,75,5,180,180,symmetric,image/GMS501090506.200115.jpg
955,80,5,200,200,symmetric,image/GMS501090512.200115.jpg
955,80,5,200,200,symmetric,image/GMS501090518.200115.jpg
955,80,5,220,220,symmetric,image/GMS501090600.200115.jpg
950,80,5,220,220,symmetric,image/GMS501090606.200115.jpg
950,80,5,220,220,symmetric,image/GMS501090612.200115.jpg
950,80,5,240,240,symmetric,image/GMS501090618.200115.jpg
950,80,5,240,220,E,image/GMS501090700.200115.jpg
955,75,5,300,220,E,image/GMS501090706.200115.jpg
955,75,5,325,220,E,image/GMS501090712.200115.jpg
955,75,5,350,220,E,image/GMS501090718.200115.jpg
950,80,5,350,220,E,image/GMS501090800.200115.jpg
950,80,5,350,220,E,image/GMS501090803.200115.jpg
945,85,5,350,230,E,image/GMS501090806.200115.jpg
945,85,5,350,230,E,image/GMS501090809.200115.jpg
945,85,5,350,230,E,image/GMS501090812.200115.jpg
945,85,5,350,240,E,image/GMS501090818.200115.jpg
945,85,5,350,240,E,image/GMS501090821.200115.jpg
945,85,5,350,220,E,image/GMS501090900.200115.jpg
945,85,5,350,220,E,image/GMS501090903.200115.jpg
945,85,5,350,200,E,image/GMS501090906.200115.jpg
945,85,5,350,200,E,image/GMS501090909.200115.jpg
